0,481.15775,255.14342,0.052785926,240311504,
0,481.15775,255.14342,0.052785926,240311504,
0,481.15775,255.14342,0.052785926,240311520,
0,481.27576,253.01968,0.086021505,240311520,
0,482.04266,251.36789,0.121212125,240311520,
0,482.51462,249.6571,0.15738025,240311536,
0,483.16357,248.0643,0.18084067,240311536,
0,483.8125,246.70747,0.20332356,240311552,
0,483.8125,246.70747,0.20332356,240311552,
0,484.46146,245.6456,0.2170088,240311552,
0,484.9924,244.52473,0.22873901,240311552,
0,485.70032,243.75783,0.23851417,240311568,
0,486.23126,242.81395,0.24731183,240311568,
0,486.9982,242.57797,0.25317693,240311584,
0,487.64713,241.98805,0.25904202,240311584,
0,487.64713,241.98805,0.25904202,240311600,
0,488.59103,241.98805,0.26588464,240311600,
0,489.29898,242.16502,0.2737048,240311600,
0,490.30188,242.81395,0.28445747,240311616,
0,490.30188,242.81395,0.28445747,240311616,
0,491.1868,243.63985,0.29618767,240311616,
0,492.2487,244.40675,0.3088954,240311632,
0,492.2487,244.40675,0.3088954,240311632,
0,493.48758,245.58661,0.3196481,240311632,
0,494.72644,246.64847,0.3304008,240311648,
0,494.72644,246.64847,0.3304008,240311648,
0,496.4373,248.0643,0.342131,240311648,
0,497.85315,249.48012,0.3548387,240311664,
0,497.85315,249.48012,0.3548387,240311664,
0,499.564,250.83696,0.3597263,240311664,
0,501.09784,252.25278,0.36852396,240311680,
0,501.09784,252.25278,0.36852396,240311680,
0,502.8087,253.55061,0.36656892,240311680,
0,504.6965,254.67148,0.3646139,240311680,
0,506.46634,255.91032,0.3646139,240311696,
0,506.46634,255.91032,0.3646139,240311696,
0,508.47214,257.14917,0.3479961,240311696,
0,510.53693,258.565,0.29912025,240311712,
0,510.53693,258.565,0.29912025,240311712,
0,511.8348,259.09595,0.17595308,240311712,
0,514.78455,262.16354,0.022482894,240311728,
0,514.78455,262.16354,0.022482894,240311728,
0,515.84644,263.3434,9.775171E-4,240311728,
0,515.84644,263.3434,9.775171E-4,240311744,
0,515.84644,263.3434,9.775171E-4,240311744,
0,515.84644,263.3434,9.775171E-4,240311744,
0,515.84644,263.3434,9.775171E-4,240311744,
0,515.84644,263.3434,9.775171E-4,240311744,
0,515.84644,263.3434,9.775171E-4,240311744,
0,515.84644,263.3434,9.775171E-4,240311744,
1,484.63843,248.8312,0.030303031,240312176,
1,484.63843,248.8312,0.030303031,240312176,
1,484.0485,248.94919,0.049853373,240312176,
1,484.0485,248.94919,0.049853373,240312176,
1,483.9895,249.59811,0.07038123,240312176,
1,483.93048,249.59811,0.08993158,240312192,
1,483.93048,249.59811,0.08993158,240312192,
1,483.69452,251.19092,0.109481916,240312192,
1,483.22256,252.19379,0.12707722,240312208,
1,483.22256,252.19379,0.12707722,240312208,
1,483.22256,253.90457,0.14662756,240312208,
1,483.16357,255.3794,0.16129032,240312224,
1,483.16357,257.14917,0.17888562,240312224,
1,483.16357,257.14917,0.17888562,240312224,
1,483.16357,258.97794,0.19257087,240312240,
1,483.16357,260.86572,0.2062561,240312240,
1,483.16357,260.86572,0.2062561,240312240,
1,483.16357,262.81247,0.2170088,240312256,
1,483.16357,264.93622,0.22482893,240312256,
1,483.16357,264.93622,0.22482893,240312256,
1,483.16357,267.00095,0.22873901,240312272,
1,483.34055,269.30167,0.22873901,240312272,
1,483.34055,269.30167,0.22873901,240312272,
1,483.51755,271.95633,0.22580644,240312288,
1,484.16647,274.67,0.22580644,240312288,
1,484.16647,274.67,0.22580644,240312288,
1,484.16647,277.44266,0.22580644,240312304,
1,484.8744,280.09732,0.22189638,240312304,
1,484.9924,282.51602,0.21994135,240312320,
1,484.9924,282.51602,0.21994135,240312320,
1,485.64133,284.87573,0.21212122,240312320,
1,486.23126,287.47144,0.19745846,240312320,
1,486.23126,287.47144,0.19745846,240312336,
1,486.70322,290.00812,0.19061583,240312336,
1,487.47015,292.72177,0.17595308,240312336,
1,487.47015,292.72177,0.17595308,240312352,
1,488.11908,295.37643,0.16911046,240312352,
1,488.70905,298.2081,0.16129032,240312352,
1,488.70905,298.2081,0.16129032,240312368,
1,489.71194,301.09872,0.1544477,240312368,
1,490.41986,304.4613,0.14467253,240312368,
1,491.54077,307.8829,0.14076246,240312384,
1,491.54077,307.8829,0.14076246,240312384,
1,492.60266,311.65842,0.14565004,240312384,
1,493.84155,318.91452,0.1368524,240312400,
1,493.84155,318.91452,0.1368524,240312400,
